surface	surface_slp1	depth	freq	band	members	members_ru	ladder_tails	rungs_json
svarṇādikṣepaṇaṁ	svarRAdikzepaRaṁ	3	6	редкие	svarṇa|ādi|kṣepaṇa	золота|начало|перерыв	kṣepaṇa|ādi-kṣepaṇa|svarṇa-ādi-kṣepaṇa	"[{""step"": 1, ""member"": ""kṣepaṇa"", ""ru"": ""перерыв"", ""ru_variants"": [""перерыв"", ""уничтожил"", ""хмурит брови""], ""tail"": ""kṣepaṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""ādi"", ""ru"": ""начало"", ""ru_variants"": [""начало"", ""другие"", ""и т.д.""], ""tail"": ""ādi-kṣepaṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""svarṇa"", ""ru"": ""золота"", ""ru_variants"": [""золота"", ""золото"", ""золотым""], ""tail"": ""svarṇa-ādi-kṣepaṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svatantratām	svatantratAm	2	6	редкие	svatantra|tā	не зависит|эти	tā|svatantra-tā	"[{""step"": 1, ""member"": ""tā"", ""ru"": ""эти"", ""ru_variants"": [""эти"", ""они"", ""их""], ""tail"": ""tā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svatantra"", ""ru"": ""не зависит"", ""ru_variants"": [""не зависит"", ""независимый"", ""самостоятельный""], ""tail"": ""svatantra-tā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svaśarīreṇa	svaSarIreRa	2	6	редкие	sva|śarīra	свой|тело	śarīra|sva-śarīra	"[{""step"": 1, ""member"": ""śarīra"", ""ru"": ""тело"", ""ru_variants"": [""тело"", ""тела"", ""теле""], ""tail"": ""śarīra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-śarīra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svecchācārī	svecCAcArI	3	6	редкие	sva|icchā|cārin	свой|желание|бродящие	cārin|icchā-cārin|sva-icchā-cārin	"[{""step"": 1, ""member"": ""cārin"", ""ru"": ""бродящие"", ""ru_variants"": [""бродящие"", ""движущиеся внутри носа"", ""обитателем""], ""tail"": ""cārin"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""icchā"", ""ru"": ""желание"", ""ru_variants"": [""желание"", ""желания"", ""Желание""], ""tail"": ""icchā-cārin"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-icchā-cārin"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svecchācārī	svecCAcArI	2	6	редкие	svecchā|cārin	по своему желанию|бродящие	cārin|svecchā-cārin	"[{""step"": 1, ""member"": ""cārin"", ""ru"": ""бродящие"", ""ru_variants"": [""бродящие"", ""движущиеся внутри носа"", ""обитателем""], ""tail"": ""cārin"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""svecchā"", ""ru"": ""по своему желанию"", ""ru_variants"": [""по своему желанию"", ""по собственному своему желанию"", ""свободу воли""], ""tail"": ""svecchā-cārin"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svārtha	svArTa	2	6	редкие	sva|artha	свой|ради	artha|sva-artha	"[{""step"": 1, ""member"": ""artha"", ""ru"": ""ради"", ""ru_variants"": [""ради"", ""для"", ""смысл""], ""tail"": ""artha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-artha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svātmany	svAtmany	2	6	редкие	sva|ātman	свой|себя	ātman|sva-ātman	"[{""step"": 1, ""member"": ""ātman"", ""ru"": ""себя"", ""ru_variants"": [""себя"", ""Атман"", ""Атмана""], ""tail"": ""ātman"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-ātman"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
svāṅgaṁ	svANgaṁ	2	6	редкие	sva|aṅga	свой|тело	aṅga|sva-aṅga	"[{""step"": 1, ""member"": ""aṅga"", ""ru"": ""тело"", ""ru_variants"": [""тело"", ""члены"", ""тела""], ""tail"": ""aṅga"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sva"", ""ru"": ""свой"", ""ru_variants"": [""свой"", ""своей"", ""свое""], ""tail"": ""sva-aṅga"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sāgarāmbhasi	sAgarAmBasi	2	6	редкие	sāgara|ambhas	океан|вода	ambhas|sāgara-ambhas	"[{""step"": 1, ""member"": ""ambhas"", ""ru"": ""вода"", ""ru_variants"": [""вода"", ""воды"", ""водой""], ""tail"": ""ambhas"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sāgara"", ""ru"": ""океан"", ""ru_variants"": [""океан"", ""океана"", ""моря""], ""tail"": ""sāgara-ambhas"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sākṣitvam	sAkzitvam	2	6	редкие	sākṣin|tva	свидетель|ты	tva|sākṣin-tva	"[{""step"": 1, ""member"": ""tva"", ""ru"": ""ты"", ""ru_variants"": [""ты"", ""Ты"", ""тебя""], ""tail"": ""tva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sākṣin"", ""ru"": ""свидетель"", ""ru_variants"": [""свидетель"", ""свидетелей"", ""Свидетель""], ""tail"": ""sākṣin-tva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sāmudralavaṇaṁ	sAmudralavaRaṁ	2	6	редкие	sāmudra|lavaṇa	Мудра|соль	lavaṇa|sāmudra-lavaṇa	"[{""step"": 1, ""member"": ""lavaṇa"", ""ru"": ""соль"", ""ru_variants"": [""соль"", ""соленая"", ""соли""], ""tail"": ""lavaṇa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sāmudra"", ""ru"": ""Мудра"", ""ru_variants"": [""Мудра"", ""рожденные на морском берегу"", ""у моря""], ""tail"": ""sāmudra-lavaṇa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūkṣmatvād	sUkzmatvAd	2	6	редкие	sūkṣma|tva	тонкие|ты	tva|sūkṣma-tva	"[{""step"": 1, ""member"": ""tva"", ""ru"": ""ты"", ""ru_variants"": [""ты"", ""Ты"", ""тебя""], ""tail"": ""tva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūkṣma"", ""ru"": ""тонкие"", ""ru_variants"": [""тонкие"", ""тонкий"", ""тонкое""], ""tail"": ""sūkṣma-tva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūkṣmatvāt	sUkzmatvAt	2	6	редкие	sūkṣma|tva	тонкие|ты	tva|sūkṣma-tva	"[{""step"": 1, ""member"": ""tva"", ""ru"": ""ты"", ""ru_variants"": [""ты"", ""Ты"", ""тебя""], ""tail"": ""tva"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūkṣma"", ""ru"": ""тонкие"", ""ru_variants"": [""тонкие"", ""тонкий"", ""тонкое""], ""tail"": ""sūkṣma-tva"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūryamaṇḍale	sUryamaRqale	2	6	редкие	sūrya|maṇḍala	солнце|круг	maṇḍala|sūrya-maṇḍala	"[{""step"": 1, ""member"": ""maṇḍala"", ""ru"": ""круг"", ""ru_variants"": [""круг"", ""круги"", ""диск""], ""tail"": ""maṇḍala"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūrya"", ""ru"": ""солнце"", ""ru_variants"": [""солнце"", ""солнца"", ""Сурья""], ""tail"": ""sūrya-maṇḍala"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūryācandramasor	sUryAcandramasor	2	6	редкие	sūryā|candramas	Сурьи|луна	candramas|sūryā-candramas	"[{""step"": 1, ""member"": ""candramas"", ""ru"": ""луна"", ""ru_variants"": [""луна"", ""месяц"", ""Луна""], ""tail"": ""candramas"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūryā"", ""ru"": ""Сурьи"", ""ru_variants"": [""Сурьи""], ""tail"": ""sūryā-candramas"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūryātape	sUryAtape	2	6	редкие	sūrya|ātapa	солнце|зноя	ātapa|sūrya-ātapa	"[{""step"": 1, ""member"": ""ātapa"", ""ru"": ""зноя"", ""ru_variants"": [""зноя"", ""солнца"", ""зноем""], ""tail"": ""ātapa"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūrya"", ""ru"": ""солнце"", ""ru_variants"": [""солнце"", ""солнца"", ""Сурья""], ""tail"": ""sūrya-ātapa"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūtapādaṁ	sUtapAdaṁ	2	6	редкие	sūta|pāda	сута|ноги	pāda|sūta-pāda	"[{""step"": 1, ""member"": ""pāda"", ""ru"": ""ноги"", ""ru_variants"": [""ноги"", ""ног"", ""стопы""], ""tail"": ""pāda"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūta"", ""ru"": ""сута"", ""ru_variants"": [""сута"", ""возница"", ""возницу""], ""tail"": ""sūta-pāda"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
sūtārdhaṁ	sUtArDaṁ	2	6	редкие	sūta|ardha	сута|половина	ardha|sūta-ardha	"[{""step"": 1, ""member"": ""ardha"", ""ru"": ""половина"", ""ru_variants"": [""половина"", ""половину"", ""половиной""], ""tail"": ""ardha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""sūta"", ""ru"": ""сута"", ""ru_variants"": [""сута"", ""возница"", ""возницу""], ""tail"": ""sūta-ardha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
takraudanaṁ	takrOdanaṁ	2	6	редкие	takra|odana	пахта|каша	odana|takra-odana	"[{""step"": 1, ""member"": ""odana"", ""ru"": ""каша"", ""ru_variants"": [""каша"", ""рисовую кашу"", ""каши""], ""tail"": ""odana"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""takra"", ""ru"": ""пахта"", ""ru_variants"": [""пахта"", ""пахтаньем"", ""сыворотки""], ""tail"": ""takra-odana"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tapaścaryā	tapaScaryA	2	6	редкие	tapas|caryā	подвижничество|жизни ради	caryā|tapas-caryā	"[{""step"": 1, ""member"": ""caryā"", ""ru"": ""жизни ради"", ""ru_variants"": [""жизни ради"", ""жизнь"", ""жизнь аскета""], ""tail"": ""caryā"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tapas"", ""ru"": ""подвижничество"", ""ru_variants"": [""подвижничество"", ""подвижничеством"", ""подвижничеству""], ""tail"": ""tapas-caryā"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tarpaṇādi	tarpaRAdi	2	6	редкие	tarpaṇa|ādi	тарпана|начало	ādi|tarpaṇa-ādi	"[{""step"": 1, ""member"": ""ādi"", ""ru"": ""начало"", ""ru_variants"": [""начало"", ""другие"", ""и т.д.""], ""tail"": ""ādi"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tarpaṇa"", ""ru"": ""тарпана"", ""ru_variants"": [""тарпана"", ""насыщением"", ""освежающей воды""], ""tail"": ""tarpaṇa-ādi"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tathāgatadhātugarbhaṁ	taTAgataDAtugarBaṁ	3	6	редкие	tathāgata|dhātu|garbha	в такой беде|минералами|зародыш	garbha|dhātu-garbha|tathāgata-dhātu-garbha	"[{""step"": 1, ""member"": ""garbha"", ""ru"": ""зародыш"", ""ru_variants"": [""зародыш"", ""зародыша"", ""плод""], ""tail"": ""garbha"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""dhātu"", ""ru"": ""минералами"", ""ru_variants"": [""минералами"", ""руд"", ""часть""], ""tail"": ""dhātu-garbha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}, {""step"": 3, ""member"": ""tathāgata"", ""ru"": ""в такой беде"", ""ru_variants"": [""в такой беде"", ""так"", ""в таком положении""], ""tail"": ""tathāgata-dhātu-garbha"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
tathāgataśarīreṣu	taTAgataSarIrezu	2	6	редкие	tathāgata|śarīra	в такой беде|тело	śarīra|tathāgata-śarīra	"[{""step"": 1, ""member"": ""śarīra"", ""ru"": ""тело"", ""ru_variants"": [""тело"", ""тела"", ""теле""], ""tail"": ""śarīra"", ""questions"": [""что? (голова — последний член)""]}, {""step"": 2, ""member"": ""tathāgata"", ""ru"": ""в такой беде"", ""ru_variants"": [""в такой беде"", ""так"", ""в таком положении""], ""tail"": ""tathāgata-śarīra"", ""questions"": [""какой? / какая?"", ""чей? / чего?"", ""кого? / чего?""]}]"
