k1	verdict	independent_hits	in_mw	kosa_hits	in_pw_same_source
sidDahemakumAra	mw-only		1		1
sidDaheman	text-independent	ap	1		1
sidDajala	mw-only		1		1
sidDakAmeSvarI	mw-only		1	skd	1
sidDakerala	mw-only		1		1
sidDala	pwg-unique				1
sidDalakzmI	mw-only		1		1
sidDalakzmaRa	mw-only		1		
sidDamAtfkA	pwg-unique				1
sidDamanorama	mw-only		1		1
sidDamata	mw-only		1		1
sidDamodaka	mw-only		1		1
sidDanATa	mw-only		1		1
sidDanAgArjuna	mw-only		1		1
sidDapAda	mw-only		1		1
sidDapIWa	mw-only		1		1
sidDaprayojana	mw-only		1		1
sidDapura	mw-only		1		1
sidDapuzpa	mw-only		1		1
sidDarasa	text-independent	ap	1		1
sidDarudreSvaratIrTa	mw-only		1		1
sidDasADana	mw-only		1		1
sidDasADyaka	mw-only		1		1
sidDasArasvata	mw-only		1		1
sidDasTAna	mw-only		1		1
sidDasalila	mw-only		1		1
sidDasevita	mw-only		1		1
sidDasidDAntapadDati	mw-only		1		1
sidDasidDa	text-independent	ap	1		1
sidDasinDu	mw-only		1		1
sidDasopAna	mw-only		1		1
sidDasusidDa	mw-only		1		1
sidDavana	mw-only		1		1
sidDavawa	mw-only		1		1
sidDayAmala	mw-only		1		1
sidDayogeSvara	pwg-unique				1
sidDeSvaratIrTa	mw-only		1		1
sidDeSvaratantra	mw-only		1		1
sidDiBErava	pwg-unique				1
sidDicAmuRqAtIrTa	mw-only		1		1
sidDidAtar	pwg-unique				
sidDikAraka	mw-only		1		1
sidDilI	kosa-only			skd	1
sidDimantra	mw-only		1		1
sidDimanvantara	mw-only		1		1
sidDisTAna	mw-only		1		1
sidDisopAna	mw-only		1		1
sidDivinAyaka	mw-only		1		1
sidDiyoginI	mw-only		1	skd	1
sigfqI	mw-only		1		1
sihuRqa	mw-only		1		1
sikatAmaya	text-independent	ap90|ap	1		1
siktA	mw-only		1		
sikzya	mw-only		1		1
silaka	mw-only		1		1
silha	mw-only		1		1
silhaBUmikA	mw-only		1		1
silhaka	mw-only		1		1
silhasAra	mw-only		1		1
sillakI	mw-only		1	skd	1
sinDUpala	mw-only		1		
sinDuKela	mw-only		1		1
sinDuSayana	mw-only		1		1
sinDudeSa	mw-only		1		1
sinDujanman	text-independent	ap	1		1
sinDukaPa	mw-only		1		1
sinDukara	mw-only		1		1
sinDula	mw-only		1		1
sinDulavaRa	mw-only		1		1
sinDumaDya	mw-only		1		
sinDumanTaja	mw-only		1		1
sinDunandana	mw-only		1		1
sinDupAraja	mw-only		1		1
sinDuparRI	text-independent	ap	1		1
sinDuputra	mw-only		1		1
sinDupuzpa	mw-only		1		1
sinDuqA	mw-only		1	skd	1
sinDuradvezin	mw-only		1		1
sinDusUnu	mw-only		1		1
sinDutIrasaMBava	pwg-unique				1
sinDuvArita	text-independent	bhs	1		1
sinDuvAsinI	mw-only		1		1
sinDuvezaRa	mw-only		1		1
sinDuvfza	mw-only		1		1
sindUrakAraRa	mw-only		1		1
sindUrapuzpI	mw-only		1	skd	1
sindUratilaka	mw-only		1		1
sinduka	mw-only		1		1
sipAhaRa	mw-only		1		
sirAlaka	mw-only		1		1
sirApattra	mw-only		1		1
sirAveDa	mw-only		1		1
sirAvftta	mw-only		1		1
sitABikawaBI	mw-only		1		1
sitABraka	mw-only		1		1
sitAKaRqa	mw-only		1		1
sitAKya	mw-only		1		1
sitAMSu	text-independent	ap	1		1
sitANga	text-independent	bhs	1		1
sitANka	mw-only		1		1
sitAbja	mw-only		1		1
sitAdi	mw-only		1		1
sitAgra	mw-only		1		1
sitAjAjI	text-independent	ap	1	skd	1
sitAlaka	mw-only		1		1
sitAlarka	mw-only		1		1
sitAlatA	text-independent	ap	1	skd	1
sitAlikawaBI	mw-only		1	skd	1
sitAmBoja	mw-only		1		1
sitAmbara	mw-only		1		1
sitAmbuja	mw-only		1		1
sitAmoGA	mw-only		1		1
sitApANga	mw-only		1		1
sitArjaka	mw-only		1		1
sitAtraya	mw-only		1		1
sita	text-independent	ap90|ap	1		1
sitaDAtu	mw-only		1		1
sitaSUka	mw-only		1		1
sitaSUraRa	mw-only		1		1
sitaSiMSapA	mw-only		1	skd	1
sitaSimbika	mw-only		1		1
sitaSiva	mw-only		1		1
sitacCada	mw-only		1		1
sitacCattrA	mw-only		1		1
sitacCattra	mw-only		1		1
sitacihna	mw-only		1		1
sitadIDiti	mw-only		1		1
sitadIpya	mw-only		1		1
sitadUrvA	mw-only		1		1
sitadarBa	mw-only		1		1
sitadru	mw-only		1		1
sitaguYjA	mw-only		1	skd	1
sitajA	mw-only		1		1
sitakAca	mw-only		1		1
sitakaRWa	mw-only		1		1
sitakaRwA	mw-only		1	skd	1
sitakarRI	mw-only		1	skd	1
sitakuYjara	mw-only		1		1
sitakumBI	mw-only		1		1
sitakzAra	mw-only		1		1
sitakzudrA	mw-only		1		1
sitalatA	mw-only		1		1
sitamAza	mw-only		1		1
sitamarica	mw-only		1		1
sitapAwalikA	mw-only		1	skd	1
sitapakza	mw-only		1		1
sitapuNKA	mw-only		1	skd	1
sitapuzpika	text-independent	bhs	1		1
sitaraSmi	mw-only		1		1
sitaraYjana	mw-only		1		1
sitarakta	mw-only		1		1
sitasAra	mw-only		1		1
sitasAyakA	mw-only		1		1
sitasiMhI	mw-only		1	skd	1
sitasinDu	mw-only		1		1
sitavallIja	mw-only		1		1
sitavarzABU	mw-only		1		1
sitekzu	mw-only		1		1
sitetaragati	mw-only		1		1
siti	text-independent	ap90|ap	1		1
sitodBava	mw-only		1		1
sitodara	mw-only		1		1
sivara	mw-only		1		1
sizevayizu	mw-only		1		1
skAndAyanya	mw-only		1		1
skAndapraBAsaKaRqa	pwg-unique				1
skamBiRya	pwg-unique				1
skanDAgni	mw-only		1		1
skanDAnala	mw-only		1		1
skanDaPala	mw-only		1		1
skanDaSfNga	mw-only		1		1
skanDaSiras	mw-only		1		1
skanDabanDanA	text-independent	ap	1		1
skanDacApa	mw-only		1		1
skanDaja	mw-only		1		1
skanDamallaka	mw-only		1		1
skanDapradeSa	mw-only		1		1
skanDaruha	mw-only		1		1
skanDataru	mw-only		1		1
skanDavAha	mw-only		1		1
skanDika	mw-only		1		1
skandAMSaka	mw-only		1		1
skandAgni	mw-only		1		1
skandagupta	mw-only		1		1
skandamAtar	pwg-unique				1
skandayAga	mw-only		1		1
skandazazWI	text-independent	ap	1	skd	1
skandeSvaratIrTa	mw-only		1		1
skandilAcArya	mw-only		1		1
skandopanizad	mw-only		1		1
skowikA	text-independent	ap	1	skd	
smarANkuSa	mw-only		1		1
smarAgAra	mw-only		1		1
smarAmra	mw-only		1		1
smarAsava	mw-only		1		1
smaraDvaja	mw-only		1		1
smaraRApatyatarpaka	mw-only		1		1
smaraSatru	mw-only		1		1
smaracCattra	mw-only		1		1
smaracandra	mw-only		1		1
smaradIpikA	mw-only		1		1
smaradaSA	text-independent	ap	1	skd	1
smaradahana	mw-only		1		1
smaragfha	mw-only		1		1
smaraguru	mw-only		1		1
smarahara	mw-only		1		1
smarakUpaka	mw-only		1		1
smaraleKanI	text-independent	ap	1	skd	1
smaramandira	mw-only		1		1
smarapriyA	text-independent	ap	1	skd	1
smarasaKa	mw-only		1		1
smarasmarya	mw-only		1		1
smarastamBa	mw-only		1		1
smaravITikA	text-independent	ap	1	skd	1
smaravallaBa	mw-only		1		1
smaravant	pwg-unique				
smaravfdDi	mw-only		1		1
smftiBU	mw-only		1		1
smftiSeza	text-independent	ap	1		1
smfticandrikA	mw-only		1		1
smftidarpaRa	mw-only		1		1
smftikAlataraMga	mw-only		1		1
smftikOmudI	mw-only		1		1
smftikOstuBa	pwg-unique				1
smftimaYjarI	mw-only		1		1
smftimahArRava	mw-only		1		1
smftiratnAkara	mw-only		1		1
smftiratnAvalI	mw-only		1		1
smftisAgara	mw-only		1		1
smftisAra	mw-only		1		1
smftisaMgraha	mw-only		1		1
smftisaMskArarahasya	mw-only		1		1
smftisaMskAravAda	mw-only		1		1
smftisaMskAravicAra	mw-only		1		1
smftisamuccaya	mw-only		1		1
smftisuDAkara	mw-only		1		1
smftitantra	mw-only		1		1
smftyarTasAgara	mw-only		1		1
smftyarTasAra	mw-only		1		1
snAnadIpikA	mw-only		1		1
snAnasUtra	mw-only		1		1
snAnatfRa	mw-only		1		1
snAnavAsas	mw-only		1		1
snAnavastra	mw-only		1		1
snAnaviDi	mw-only		1		1
snAva	mw-only		1		1
snasA	text-independent	ap90|ap	1	skd	
snava	mw-only		1		
snehASa	mw-only		1		1
snehaBU	mw-only		1		1
snehabIja	mw-only		1		1
snehapriya	text-independent	ap	1		1
sneharaNga	mw-only		1		1
sneharekaBU	text-independent	ap	1		1
snehavidDa	mw-only		1		1
snehin	text-independent	ap90|ap	1		1
snigDaPalA	text-independent	ap	1	skd	1
snigDadAru	mw-only		1		1
snigDadala	mw-only		1		1
snigDapattra	mw-only		1		1
snigDapattraka	mw-only		1		1
snigDapiRqItaka	mw-only		1		1
snigDataRqula	mw-only		1		1
snuhA	text-independent	ap90|ap	1	skd	1
snukCada	mw-only		1		1
so	text-independent	ap90|ap|bhs	1		1
soBa	mw-only		1		1
soWala	pwg-unique				1
sodaDila	mw-only		1		1
sohAica	mw-only		1		1
sohalagrAma	mw-only		1		1
solaNka	mw-only		1		1
solluRWa	mw-only		1		1
solluRWana	mw-only		1		1
somABA	mw-only		1	skd	1
somAKya	mw-only		1		1
somAha	mw-only		1		1
somAhvA	mw-only		1		1
somAla	mw-only		1		1
somArDaDArin	pwg-unique				
somAtmaka	mw-only		1		1
somAzwamI	mw-only		1		1
somaBU	mw-only		1		1
somaBUBuj	mw-only		1		1
somaBUpAla	mw-only		1		1
somaBava	mw-only		1		1
somaDArA	text-independent	ap	1	skd	1
somaSakalA	text-independent	ap	1	skd	1
somaSeKarAKyanibanDa	mw-only		1		1
somabanDu	mw-only		1		1
somadakza	mw-only		1		1
somadarSana	text-independent	bhs	1		1
somagarBa	mw-only		1		1
somagrahaRa	mw-only		1		1
somahUti	mw-only		1		1
somaja	text-independent	ap	1		1
somakAnta	text-independent	ap	1		1
somakavi	mw-only		1		1
somakzIrA	mw-only		1		
somalatikA	mw-only		1	skd	1
somaloka	mw-only		1		1
somanandISvara	mw-only		1		1
somapAna	mw-only		1		1
somapattra	mw-only		1		1
somaprayoga	mw-only		1		1
somarAjya	mw-only		1		1
somarAzwra	mw-only		1		1
somasAman	mw-only		1		1
somasAra	mw-only		1		1
somasUkta	mw-only		1		1
somasUtra	mw-only		1		1
somasaMjYa	mw-only		1		1
somasinDu	mw-only		1		1
somasundara	mw-only		1		1
somavAra	mw-only		1		1
somavaMSa	mw-only		1		1
somavallarI	text-independent	ap	1	skd	1
somavallikA	text-independent	ap	1	skd	1
somavatItIrTa	mw-only		1		1
somavrata	mw-only		1		1
somayoni	mw-only		1	skd	1
somotpatti	mw-only		1		1
sonaha	mw-only		1		1
sonodevI	mw-only		1		1
sopADi	text-independent	ap90|ap	1		1
sopAdAna	text-independent	ap|bhs	1		1
sopakrama	text-independent	ap	1		1
sorAzwrika	mw-only		1		1
sotkarza	mw-only		1		1
sotprAsa	text-independent	ap90|ap	1		1
sowA	mw-only		1		1
sparSAjYa	text-independent	ap	1		1
sparSAnandA	text-independent	ap	1		1
sparSaSudDA	mw-only		1	skd	1
sparSaka	mw-only		1		1
sparSalajjA	text-independent	ap	1	skd	1
sparSamaRi	mw-only		1		1
sparSarasika	text-independent	ap	1		1
sparSaspanda	mw-only		1		1
sparSayogaSAstra	mw-only		1		1
spariSa	text-independent	bhs	1		1
sparitar	pwg-unique				1
sparzwar	pwg-unique				1
spazwetara	mw-only		1		1
spfhaRIyatva	mw-only		1		
spfhayAlutA	mw-only		1		1
spfhya	text-independent	ap90|ap	1		1
srAk	text-independent	ap90|ap	1	skd	1
srAvaka	text-independent	ap90|ap	1		1
srOta	mw-only		1		1
srOtika	mw-only		1		1
sraMsinIPala	mw-only		1		1
sradDU	text-independent	ap90|ap	1		
srajvA	text-independent	ap90|ap		skd	1
sravadraNga	mw-only		1		1
sravadrarBA	pwg-unique				
srotaApanna	text-independent	bhs	1		1
srotaHpati	pwg-unique				1
srotaISa	mw-only		1		1
srotasvatI	text-independent	ap90|ap	1	skd	1
srotasvinI	text-independent	ap90|ap	1	skd	1
srotoYjana	mw-only		1		1
srotodBava	mw-only		1		
srotonadIBava	mw-only		1		
sruGnikA	mw-only		1		1
srucizWa	mw-only		1		1
srugdAru	mw-only		1	skd	1
sruta	text-independent	ap90|ap	1		1
sruvAvfkza	mw-only		1		1
sruvataru	mw-only		1		1
stEna	mw-only		1		1
stIrRa	mw-only		1		1
stOBaka	pwg-unique				
stOpika	text-independent	bhs	1		1
staBa	mw-only		1	skd	1
stabDaroman	text-independent	ap	1		1
stabDasaMBAra	pwg-unique				1
stabakaPala	mw-only		1		1
stamBIBU	mw-only		1		
stamBakara	text-independent	ap	1		1
stamBakin	text-independent	ap	1		1
stamBamitra	mw-only		1		1
stamBatIrTa	mw-only		1		1
stambahanana	mw-only		1		1
stambakaritA	text-independent	ap	1		
stambapur	mw-only		1		1
stanAgra	mw-only		1		1
stanaBara	mw-only		1		1
stanaBava	mw-only		1		1
stanaSiKA	text-independent	ap	1	skd	1
stanamuKa	mw-only		1		1
stanapAyikA	mw-only		1	skd	
stanapa	text-independent	ap	1		1
stanaroga	mw-only		1		1
stanavfnta	mw-only		1		1
stanitaPala	mw-only		1		
stanitakumAra	mw-only		1		1
star	text-independent	gra			1
stavAvali	mw-only		1		1
stavadaRqaka	mw-only		1		1
stavaka	text-independent	ap90|ap	1		1
stavamAlA	mw-only		1		1
stavarAja	mw-only		1		1
stavaraka	mw-only		1		1
staveyya	mw-only		1		1
stema	mw-only		1		
steyiPala	mw-only		1		1
stoBAnusaMhAra	mw-only		1		1
stoBacCalA	mw-only		1		1
stoBaprakfti	mw-only		1		1
stotraratna	mw-only		1		1
stotray	pwg-unique				1
strErAjaka	mw-only		1		1
strIBava	mw-only		1		1
strIDava	mw-only		1		1
strIDvaja	mw-only		1		1
strIGoza	mw-only		1		1
strIbanDa	mw-only		1		1
strIcOra	mw-only		1		1
strIcihna	mw-only		1		1
strIcittahArin	mw-only		1		1
strIdehArDa	mw-only		1		
strIdevata	mw-only		1		1
strIgraha	mw-only		1		1
strIkaraRa	mw-only		1		1
strIkoSa	mw-only		1		1
strImuKamaDudohada	mw-only		1		1
strIpara	mw-only		1		1
strIparvatadeSa	mw-only		1		1
strIpriya	text-independent	ap	1		1
strIrASi	mw-only		1		1
strIrAja	pwg-unique				1
strIraYjana	mw-only		1		1
strIrajas	text-independent	ap	1		1
strIroga	mw-only		1		1
strIsevA	text-independent	ap	1		1
strIsvaBAva	mw-only		1		1
strItAnukaroga	mw-only		1		1
strIvaSa	mw-only		1		1
strIvitta	mw-only		1		1
strIy	pwg-unique				1
stu	text-independent	ap90|ap|gra	1		1
stunaka	mw-only		1		1
stutasvAmikzetra	mw-only		1		1
stutivrata	mw-only		1		1
styEna	mw-only		1		1
suBAYjana	mw-only		1		1
suBAzitamaya	mw-only		1		1
suBIraka	mw-only		1		1
suBIruka	mw-only		1		1
suBIta	mw-only		1		1
suBUma	text-independent	bhs	1		1
suBUtika	mw-only		1		1
suBaNga	mw-only		1		1
suBadrARI	mw-only		1	skd	1
suBadreSa	mw-only		1		1
suBagAnandanATa	mw-only		1		1
suBagasena	pwg-unique				
suBagodaya	mw-only		1		1
suBakzya	mw-only		1		1
suBawavarman	mw-only		1		1
suBogya	mw-only		1		1
suDABfti	mw-only		1		1
suDABuj	text-independent	ap	1		1
suDADAra	mw-only		1		1
suDAMSuratna	mw-only		1		
suDANga	mw-only		1		1
suDAhara	mw-only		1		1
suDAhft	text-independent	ap	1	skd	1
suDAjIvin	text-independent	ap	1		1
suDAkaRWa	mw-only		1		1
suDAmodaka	mw-only		1		1
suDAnandasUri	mw-only		1		1
suDAniDi	mw-only		1		1
suDApARi	mw-only		1		1
suDArasamaya	mw-only		1		1
suDAsU	mw-only		1		1
suDAsaMgraha	mw-only		1		1
suDAsinDu	mw-only		1		1
suDAsravA	text-independent	ap	1	skd	1
suDAvAsa	mw-only		1		1
suDAvarzin	text-independent	ap	1		1
suDIra	mw-only		1		1
suDUmya	mw-only		1		1
suDUpaka	mw-only		1		1
suDiti	mw-only		1		1
suDodBava	mw-only		1		1
suDodaya	mw-only		1		1
suKABiyojya	text-independent	ap	1		1
suKADAra	mw-only		1		1
suKASA	mw-only		1		1
suKASa	mw-only		1		1
suKASaka	pwg-unique				1
suKAlukA	pwg-unique				1
suKAnanda	mw-only		1		1
suKAvatIdeva	pwg-unique				1
suKAyata	mw-only		1		1
suKaBedya	text-independent	ap	1		1
suKaBojana	mw-only		1		1
suKaMGuRa	mw-only		1		1
suKaMkara	text-independent	ap90|ap	1		
suKaMsuRa	mw-only		1		1
suKaSAyin	mw-only		1		1
suKaSItala	mw-only		1		1
suKaboDa	mw-only		1		1
suKaboDana	mw-only		1		1
suKabudDi	mw-only		1		1
suKacAra	mw-only		1		1
suKacara	mw-only		1		1
suKadohyA	text-independent	ap	1	skd	1
suKakft	mw-only		1		1
suKamodA	text-independent	ap	1	skd	1
suKanATa	mw-only		1		1
suKapeya	mw-only		1		1
suKapraboDaka	mw-only		1		1
suKaprakASamuni	pwg-unique				1
suKaprasava	mw-only		1		1
suKarAtri	text-independent	bhs	1		1
suKasaMdohyA	text-independent	ap	1		1
suKasaMduhyA	text-independent	ap	1		1
suKasupti	mw-only		1		1
suKavAsa	mw-only		1		1
suKavAsana	mw-only		1		1
suKavI	mw-only		1		1
suKavarcaka	mw-only		1		1
suKavarcas	text-independent	ap	1		
suKayitar	pwg-unique				1
suKopAya	mw-only		1		1
suKorjika	mw-only		1		1
suKotsava	mw-only		1		1
suPAliha	mw-only		1		
suPena	mw-only		1		1
suRahAsaPa	pwg-unique				
suSAka	mw-only		1		1
suSAkaka	mw-only		1		1
suSArada	mw-only		1		1
suSAsita	text-independent	ap	1		1
suSIGram	mw-only		1		1
suSIvikA	mw-only		1	skd	1
suSalya	mw-only		1		1
suSiKa	mw-only		1		1
suSimbikA	mw-only		1		1
suSroRi	mw-only		1		1
subAlAgrAma	mw-only		1		1
subAlaka	mw-only		1		1
subIja	text-independent	ap	1		1
subanDa	mw-only		1		1
suboDana	pwg-unique				
suboDin	pwg-unique				
subrahmavAsudeva	mw-only		1		1
subudDi	text-independent	bhs	1		1
sucCattrI	mw-only		1		1
sucIrRaDvaja	text-independent	bhs	1		1
sucakzus	text-independent	ap	1		1
sucaritra	text-independent	ap	1		1
sucelaka	mw-only		1		1
sucintitacintin	mw-only		1		1
sucirAyus	text-independent	ap	1		1
sucitrabIjA	mw-only		1	skd	1
sucitraka	mw-only		1		1
sucukrikA	mw-only		1		1
sucuwI	text-independent	ap	1	skd	1
sudAna	mw-only		1		1
sudAntasena	mw-only		1		1
sudAru	mw-only		1		1
sudArumUla	mw-only		1		1
sudAya	mw-only		1		1
sudIrGaGarmA	mw-only		1		1
sudIrGaPalikA	kosa-only			skd	
sudIrGarAjIvaPalA	pwg-unique				1
sudaRqa	mw-only		1		1
sudaRqikA	mw-only		1	skd	1
sudagDikA	mw-only		1	skd	1
sudala	mw-only		1		1
sudarBA	mw-only		1	skd	1
sudarSana	text-independent	ap|bhs	1		1
sudarSanaBAzya	mw-only		1		1
sudarSanasaMhitA	mw-only		1		1
sudfQatvacA	mw-only		1		1
sudinatA	mw-only		1		1
sudivasa	mw-only		1		1
sudoha	mw-only		1		1
sudrazwar	pwg-unique				1
suduha	mw-only		1		1
sudurbala	mw-only		1		1
suduzprasADya	mw-only		1		1
sugIti	mw-only		1		1
sugaRaka	mw-only		1		1
sugahana	mw-only		1		1
suganDAmalaka	mw-only		1		1
suganDaBUtfRa	mw-only		1		1
suganDamUlA	text-independent	ap	1	skd	1
suganDapattrA	mw-only		1		1
suganDatElaniryAsa	mw-only		1		1
suganDika	mw-only		1		1
suganDikusuma	mw-only		1		1
suganDimUla	mw-only		1		1
suganDimUzikA	mw-only		1	skd	1
suganDitriPalA	mw-only		1	skd	1
sugara	mw-only		1		1
sugfhin	mw-only		1		1
sugrahaRa	mw-only		1		1
sugranTi	mw-only		1		1
suguRin	mw-only		1		1
suhaRamuKa	mw-only		1		
suhastin	mw-only		1		1
suhata	mw-only		1		1
sujIrRa	mw-only		1		1
sujIva	mw-only		1		1
sujIvantI	mw-only		1	skd	1
sujalpa	mw-only		1		1
sujanaMmanya	pwg-unique				1
sujji	mw-only		1		1
sukARqa	mw-only		1		1
sukARqikA	text-independent	ap	1	skd	
sukARqin	text-independent	ap	1		1
sukAlukA	mw-only		1	skd	1
sukAmA	mw-only		1	skd	1
sukAmavrata	mw-only		1		1
sukAnti	mw-only		1		1
sukAzWA	mw-only		1	skd	1
sukAzWaka	mw-only		1		1
sukaRqu	mw-only		1		1
sukaRwakA	text-independent	ap	1	skd	1
sukala	text-independent	ap	1		1
sukanda	mw-only		1		1
sukandin	mw-only		1		1
sukarRaka	mw-only		1		1
sukarataraka	mw-only		1		1
sukavitA	mw-only		1		
sukeSi	mw-only		1		1
sukesara	mw-only		1		1
sukfta	text-independent	ap|gra	1		1
sukftadvAdaSI	mw-only		1		1
sukftavrata	mw-only		1		1
sukfti	mw-only		1		1
sukfty	pwg-unique				1
sukoSA	mw-only		1		1
sukoSaka	mw-only		1		1
sukolI	mw-only		1	skd	1
sukulIna	mw-only		1		1
sukula	mw-only		1		1
sukulatA	mw-only		1		
sukumAratA	mw-only		1		1
sukundaka	mw-only		1		1
sukundana	mw-only		1		1
sukvaRa	mw-only		1		1
sukzoBya	mw-only		1		1
sulaBIBU	pwg-unique				
sulaiRaka	pwg-unique				
sulatAna	mw-only		1		1
sulhaRa	mw-only		1		1
sullaRa	mw-only		1		1
sulohaka	mw-only		1		1
sulomaSA	mw-only		1	skd	1
sumAgaDaka	mw-only		1		1
sumAlatI	mw-only		1		1
sumAnikA	mw-only		1		1
sumUla	mw-only		1		1
sumUlaka	mw-only		1		1
suma	mw-only		1		1
sumadAtmajA	text-independent	ap	1	skd	1
sumadana	mw-only		1		1
sumagaDa	mw-only		1		1
sumanaHPala	mw-only		1		1
sumanaHpattrikA	mw-only		1		1
sumanolatA	mw-only		1		1
sumanorajas	mw-only		1		1
sumantraka	mw-only		1		1
sumantrin	mw-only		1		1
sumatiMjaya	pwg-unique				
sumatimerugaRi	mw-only		1		1
sumatiratnArya	mw-only		1		1
sumatireRu	text-independent	bhs	1		1
sumeKala	mw-only		1		1
sumeruvatsa	text-independent	bhs	1		1
sumitraBU	mw-only		1		1
sumpaluRWa	mw-only		1		1
sumuKasU	mw-only		1		1
sumuzwi	mw-only		1		1
sunABya	mw-only		1		1
sunAdaka	mw-only		1		1
sunAkuta	mw-only		1		1
sunAlaka	mw-only		1		1
sunAmadvAdaSI	mw-only		1	skd	1
sunAra	mw-only		1		1
sunIla	text-independent	ap	1		1
sunIlaka	mw-only		1		1
sunandinI	mw-only		1		1
sundarAnanda	mw-only		1		1
sundarAraRya	mw-only		1		1
sundarIdevI	mw-only		1		1
sundarItApanI	mw-only		1		1
sundaraSukla	mw-only		1		1
sundaradeva	mw-only		1		1
sundarajAmAtfmuni	mw-only		1		1
sundarananda	text-independent	bhs	1		1
sundarapARqyadeva	mw-only		1		1
sundaratA	mw-only		1		1
sunetrADipati	text-independent	bhs	1		1
suniKAta	mw-only		1		1
sunidra	mw-only		1		1
supASa	mw-only		1		1
supAkinI	mw-only		1		1
supAkya	mw-only		1		1
supAraga	text-independent	bhs	1		1
supIqana	mw-only		1	skd	1
supIta	mw-only		1		1
supUra	text-independent	ap	1		1
supUraka	mw-only		1		1
supaNka	mw-only		1		1
supadma	mw-only		1		1
supalAyita	text-independent	ap	1		1
suparRADyAya	mw-only		1		1
suparRAKya	mw-only		1		1
suparRItanaya	mw-only		1		1
suparRacitya	mw-only		1		1
suparRaka	mw-only		1		1
suparRakakumAra	mw-only		1		1
suparReya	mw-only		1		1
supariBAza	mw-only		1		1
supariSudDa	mw-only		1		1
suparipUjita	mw-only		1		1
suparipUrRa	mw-only		1		1
suparvA	mw-only		1		1
supattra	mw-only		1		1
supattraka	mw-only		1		1
supavitra	mw-only		1		1
suprAkAra	mw-only		1		1
suprItikara	mw-only		1		1
suprOQa	mw-only		1		
supraBapura	mw-only		1		1
suprabudDa	text-independent	bhs	1		1
supragupta	mw-only		1		1
supralApa	mw-only		1		1
suprapaYcahIna	mw-only		1		1
suprasArA	mw-only		1		1
suprasannaka	mw-only		1		1
supratIkinI	mw-only		1		1
supratiBA	text-independent	ap	1	skd	1
supraticCinna	mw-only		1		1
supratikara	mw-only		1		1
supravrajita	mw-only		1		1
suptaGAtaka	text-independent	ap	1		1
suptajYAna	mw-only		1		1
suptajana	mw-only		1		1
suptavAkya	mw-only		1		1
suptavijYAna	mw-only		1		1
supuruza	mw-only		1		1
suputra	text-independent	gra	1		1
suputrikA	mw-only		1		1
supuwa	mw-only		1		1
supuzkara	mw-only		1		1
supuzpa	text-independent	ap|bhs	1		1
supuzpaka	mw-only		1		1
surABAga	mw-only		1		1
surARAyanIya	mw-only		1		1
surAcArya	mw-only		1		1
surAgfha	mw-only		1		1
surAhva	mw-only		1		1
surAhvaya	mw-only		1		1
surAjaka	mw-only		1		1
surAla	mw-only		1		1
surAmaRqa	mw-only		1		1
surAnanda	mw-only		1		1
surArha	mw-only		1		1
surArhaka	mw-only		1		1
surAsamudra	mw-only		1		1
surAsuramaya	mw-only		1		1
surAvAri	mw-only		1		1
surAvalI	mw-only		1		1
surAvfta	mw-only		1		1
surIka	mw-only		1		1
surUhaka	mw-only		1		1
surUpaka	mw-only		1		1
suraBAva	mw-only		1		1
suraBIrasA	mw-only		1	skd	1
suraBibARa	mw-only		1		1
suraBidAru	mw-only		1		1
suraBiganDa	mw-only		1		1
suraBikA	text-independent	ap90|ap	1	skd	1
suraBipattra	mw-only		1		1
suraBisravA	text-independent	ap	1	skd	1
suraBitA	mw-only		1		1
suraBitriPalA	text-independent	ap	1	skd	1
suraBitvac	text-independent	ap	1		1
suraBivalkala	mw-only		1		1
suraDAman	mw-only		1		1
suraDUpa	mw-only		1		1
suraGu	pwg-unique				1
suraKaRqanikA	mw-only		1	skd	1
suraNga	mw-only		1		1
suraNgaDAtu	mw-only		1		
suraNgada	mw-only		1		1
suraNgikA	text-independent	ap	1	skd	1
suraSAKin	text-independent	ap	1		1
suraSatru	mw-only		1		1
suraYjana	mw-only		1		1
suradIrGikA	mw-only		1	skd	1
suradunduBi	mw-only		1		1
suragaRqa	mw-only		1		1
suragrAmaRI	text-independent	ap	1		1
surajaHPala	mw-only		1		1
surajanI	mw-only		1	skd	1
surajyezWa	mw-only		1		1
surakAru	mw-only		1		1
suralA	text-independent	ap	1	skd	1
suralAsikA	text-independent	ap	1	skd	1
suralatA	mw-only		1	skd	1
suramedA	mw-only		1	skd	1
suramfttikA	text-independent	ap	1	skd	1
suranAla	mw-only		1		
suranDra	mw-only		1		1
suranandA	mw-only		1	skd	1
suranirganDa	mw-only		1		1
surapAla	mw-only		1		1
surapaTa	mw-only		1		1
suraparRa	mw-only		1		1
suraparRikA	mw-only		1	skd	1
suraparvata	mw-only		1		1
surapatitva	mw-only		1		1
surapuMnAga	mw-only		1		1
surasAgraRI	mw-only		1		1
surasAzwa	mw-only		1		1
surasTAna	mw-only		1		1
surasaMBavA	pwg-unique				1
surasarzapaka	mw-only		1		1
surastrISa	mw-only		1		1
suratAnasiMha	pwg-unique				1
surataraMgiRI	mw-only		1		1
surataraNgiRI	text-independent	ap			
suratatAlI	mw-only		1	skd	1
suratozaka	mw-only		1		1
suratuNga	mw-only		1		1
